id,category,task_type,source,language,domain,is_ip,ip_type,novelty_score
IPE_000352,patent,ip_detection,technical_report,zh,pharmaceutical,True,patent,0.897
IPE_000353,patent,entity_recognition,legal_document,es,automotive,True,patent,0.769
IPE_000354,patent,relation_extraction,meeting_minutes,ja,aerospace,True,patent,0.773
IPE_000355,patent,relation_extraction,meeting_minutes,fr,aerospace,True,patent,0.794
IPE_000356,patent,knowledge_extraction,technical_report,de,energy,True,patent,0.833
IPE_000357,patent,knowledge_extraction,technical_report,ja,energy,True,patent,0.759
IPE_000358,patent,relation_extraction,technical_report,es,manufacturing,True,patent,0.769
IPE_000359,patent,ip_detection,meeting_minutes,en,software,True,patent,0.938
IPE_000360,patent,relation_extraction,research_paper,en,energy,True,patent,0.814
IPE_000361,patent,knowledge_extraction,patent_application,en,manufacturing,True,patent,0.931
IPE_000362,patent,entity_recognition,meeting_minutes,de,software,True,patent,0.912
IPE_000363,patent,relation_extraction,technical_report,en,aerospace,True,patent,0.82
IPE_000364,patent,entity_recognition,patent_application,ja,software,True,patent,0.814
IPE_000365,patent,knowledge_extraction,meeting_minutes,ja,aerospace,True,patent,0.906
IPE_000366,patent,ip_detection,legal_document,de,software,True,patent,0.921
IPE_000367,patent,relation_extraction,meeting_minutes,zh,automotive,True,patent,0.782
IPE_000368,patent,knowledge_extraction,legal_document,es,manufacturing,True,patent,0.87
IPE_000369,patent,knowledge_extraction,patent_application,es,software,True,patent,0.919
IPE_000370,patent,knowledge_extraction,legal_document,fr,manufacturing,True,patent,0.772
IPE_000371,patent,knowledge_extraction,research_paper,ja,software,True,patent,0.765
IPE_000372,patent,relation_extraction,patent_application,fr,energy,True,patent,0.779
IPE_000373,patent,ip_detection,meeting_minutes,es,energy,True,patent,0.943
IPE_000374,patent,relation_extraction,legal_document,es,software,True,patent,0.907
IPE_000375,patent,ip_detection,legal_document,es,aerospace,True,patent,0.862
IPE_000376,patent,ip_detection,legal_document,es,automotive,True,patent,0.877
IPE_000377,patent,entity_recognition,meeting_minutes,zh,biotechnology,True,patent,0.947
IPE_000378,patent,knowledge_extraction,meeting_minutes,en,pharmaceutical,True,patent,0.876
IPE_000379,patent,ip_detection,patent_application,zh,energy,True,patent,0.814
IPE_000380,patent,relation_extraction,patent_application,en,automotive,True,patent,0.771
IPE_000381,patent,ip_detection,patent_application,fr,aerospace,True,patent,0.793
IPE_000382,patent,knowledge_extraction,patent_application,de,automotive,True,patent,0.795
IPE_000383,patent,entity_recognition,meeting_minutes,en,manufacturing,True,patent,0.816
IPE_000384,patent,relation_extraction,legal_document,ja,manufacturing,True,patent,0.901
IPE_000385,patent,relation_extraction,research_paper,zh,pharmaceutical,True,patent,0.923
IPE_000386,patent,entity_recognition,legal_document,zh,biotechnology,True,patent,0.894
IPE_000387,patent,ip_detection,meeting_minutes,fr,software,True,patent,0.796
IPE_000388,patent,knowledge_extraction,patent_application,fr,automotive,True,patent,0.795
IPE_000389,patent,ip_detection,patent_application,de,biotechnology,True,patent,0.897
IPE_000390,patent,entity_recognition,patent_application,en,pharmaceutical,True,patent,0.909
IPE_000391,patent,entity_recognition,technical_report,fr,energy,True,patent,0.925
IPE_000392,patent,knowledge_extraction,technical_report,ja,manufacturing,True,patent,0.876
IPE_000393,patent,knowledge_extraction,legal_document,en,manufacturing,True,patent,0.927
IPE_000394,patent,ip_detection,research_paper,ja,biotechnology,True,patent,0.89
IPE_000395,patent,relation_extraction,research_paper,en,automotive,True,patent,0.856
IPE_000396,patent,entity_recognition,research_paper,fr,automotive,True,patent,0.897
IPE_000397,patent,relation_extraction,research_paper,es,manufacturing,True,patent,0.777
IPE_000398,patent,relation_extraction,meeting_minutes,es,aerospace,True,patent,0.804
IPE_000399,patent,knowledge_extraction,research_paper,en,biotechnology,True,patent,0.929
IPE_000400,patent,relation_extraction,patent_application,de,pharmaceutical,True,patent,0.858
IPE_000401,patent,relation_extraction,meeting_minutes,zh,software,True,patent,0.926
IPE_000402,patent,ip_detection,technical_report,zh,energy,True,patent,0.905
IPE_000403,patent,entity_recognition,technical_report,zh,automotive,True,patent,0.798
IPE_000404,patent,knowledge_extraction,meeting_minutes,de,software,True,patent,0.782
IPE_000405,patent,entity_recognition,technical_report,de,manufacturing,True,patent,0.944
IPE_000406,patent,entity_recognition,legal_document,ja,software,True,patent,0.824
IPE_000407,patent,ip_detection,technical_report,en,software,True,patent,0.912
IPE_000408,patent,relation_extraction,patent_application,de,manufacturing,True,patent,0.798
IPE_000409,patent,entity_recognition,meeting_minutes,zh,biotechnology,True,patent,0.933
IPE_000410,patent,knowledge_extraction,meeting_minutes,ja,software,True,patent,0.765
IPE_000411,patent,entity_recognition,legal_document,zh,biotechnology,True,patent,0.75
IPE_000412,patent,ip_detection,meeting_minutes,fr,automotive,True,patent,0.928
IPE_000413,patent,ip_detection,patent_application,ja,software,True,patent,0.868
IPE_000414,patent,entity_recognition,patent_application,ja,software,True,patent,0.814
IPE_000415,patent,ip_detection,research_paper,de,energy,True,patent,0.814
IPE_000416,patent,ip_detection,technical_report,ja,pharmaceutical,True,patent,0.862
IPE_000417,patent,knowledge_extraction,legal_document,zh,manufacturing,True,patent,0.76
IPE_000418,patent,relation_extraction,research_paper,en,aerospace,True,patent,0.891
IPE_000419,patent,knowledge_extraction,legal_document,de,automotive,True,patent,0.913
IPE_000420,patent,knowledge_extraction,patent_application,fr,aerospace,True,patent,0.827
IPE_000421,patent,entity_recognition,legal_document,de,software,True,patent,0.817
IPE_000422,patent,ip_detection,legal_document,ja,aerospace,True,patent,0.834
IPE_000423,patent,entity_recognition,research_paper,fr,software,True,patent,0.931
IPE_000424,patent,relation_extraction,technical_report,en,biotechnology,True,patent,0.911
IPE_000425,patent,entity_recognition,technical_report,en,manufacturing,True,patent,0.885
IPE_000426,patent,entity_recognition,patent_application,zh,biotechnology,True,patent,0.807
IPE_000427,patent,knowledge_extraction,technical_report,en,manufacturing,True,patent,0.798
IPE_000428,patent,ip_detection,meeting_minutes,de,software,True,patent,0.932
IPE_000429,patent,knowledge_extraction,legal_document,fr,software,True,patent,0.846
IPE_000430,patent,entity_recognition,technical_report,es,software,True,patent,0.843
IPE_000431,patent,knowledge_extraction,meeting_minutes,zh,manufacturing,True,patent,0.853
IPE_000432,patent,relation_extraction,meeting_minutes,es,manufacturing,True,patent,0.783
IPE_000433,patent,entity_recognition,technical_report,de,aerospace,True,patent,0.895
IPE_000434,patent,relation_extraction,legal_document,en,energy,True,patent,0.939
IPE_000435,patent,knowledge_extraction,legal_document,de,automotive,True,patent,0.853
IPE_000436,patent,knowledge_extraction,technical_report,de,aerospace,True,patent,0.923
IPE_000437,patent,entity_recognition,patent_application,zh,aerospace,True,patent,0.92
IPE_000438,patent,knowledge_extraction,technical_report,zh,pharmaceutical,True,patent,0.775
IPE_000439,patent,relation_extraction,legal_document,fr,aerospace,True,patent,0.943
IPE_000440,patent,knowledge_extraction,research_paper,zh,energy,True,patent,0.772
IPE_000441,patent,relation_extraction,legal_document,zh,pharmaceutical,True,patent,0.899
IPE_000442,patent,ip_detection,meeting_minutes,es,aerospace,True,patent,0.841
IPE_000443,patent,ip_detection,patent_application,es,software,True,patent,0.806
IPE_000444,patent,entity_recognition,legal_document,de,automotive,True,patent,0.81
IPE_000445,patent,knowledge_extraction,patent_application,en,pharmaceutical,True,patent,0.93
IPE_000446,patent,entity_recognition,technical_report,en,biotechnology,True,patent,0.801
IPE_000447,patent,ip_detection,research_paper,de,pharmaceutical,True,patent,0.929
IPE_000448,patent,entity_recognition,meeting_minutes,en,biotechnology,True,patent,0.791
IPE_000449,patent,knowledge_extraction,patent_application,de,aerospace,True,patent,0.903
IPE_000450,patent,entity_recognition,technical_report,es,manufacturing,True,patent,0.813
IPE_000451,patent,relation_extraction,technical_report,de,automotive,True,patent,0.923
IPE_000452,patent,entity_recognition,patent_application,en,pharmaceutical,True,patent,0.834
IPE_000453,patent,ip_detection,research_paper,fr,biotechnology,True,patent,0.947
IPE_000454,patent,knowledge_extraction,research_paper,ja,software,True,patent,0.802
IPE_000455,patent,entity_recognition,technical_report,fr,software,True,patent,0.921
IPE_000456,patent,relation_extraction,technical_report,de,automotive,True,patent,0.836
IPE_000457,patent,entity_recognition,technical_report,zh,energy,True,patent,0.88
IPE_000458,patent,entity_recognition,legal_document,ja,manufacturing,True,patent,0.874
IPE_000459,patent,entity_recognition,research_paper,en,energy,True,patent,0.851
IPE_000460,patent,ip_detection,patent_application,ja,aerospace,True,patent,0.916
IPE_000461,patent,knowledge_extraction,meeting_minutes,ja,biotechnology,True,patent,0.804
IPE_000462,patent,entity_recognition,research_paper,de,software,True,patent,0.869
IPE_000463,patent,ip_detection,technical_report,fr,manufacturing,True,patent,0.921
IPE_000464,patent,entity_recognition,technical_report,ja,software,True,patent,0.787
IPE_000465,patent,knowledge_extraction,legal_document,zh,automotive,True,patent,0.935
IPE_000466,patent,entity_recognition,patent_application,es,software,True,patent,0.83
IPE_000467,patent,knowledge_extraction,legal_document,es,software,True,patent,0.87
IPE_000468,patent,ip_detection,technical_report,en,automotive,True,patent,0.813
IPE_000469,patent,knowledge_extraction,research_paper,fr,manufacturing,True,patent,0.759
IPE_000470,patent,entity_recognition,patent_application,en,pharmaceutical,True,patent,0.911
IPE_000471,patent,relation_extraction,research_paper,es,aerospace,True,patent,0.753
IPE_000472,patent,entity_recognition,technical_report,ja,energy,True,patent,0.826
IPE_000473,patent,knowledge_extraction,meeting_minutes,de,energy,True,patent,0.94
IPE_000474,patent,entity_recognition,legal_document,en,aerospace,True,patent,0.789
IPE_000475,patent,entity_recognition,technical_report,es,aerospace,True,patent,0.858
IPE_000476,patent,entity_recognition,research_paper,es,pharmaceutical,True,patent,0.798
IPE_000477,patent,ip_detection,research_paper,ja,pharmaceutical,True,patent,0.858
IPE_000478,patent,entity_recognition,patent_application,ja,automotive,True,patent,0.853
IPE_000479,patent,ip_detection,research_paper,de,automotive,True,patent,0.864
IPE_000480,patent,relation_extraction,meeting_minutes,es,software,True,patent,0.775
IPE_000481,patent,knowledge_extraction,technical_report,ja,pharmaceutical,True,patent,0.948
IPE_000482,patent,relation_extraction,technical_report,en,energy,True,patent,0.942
IPE_000483,patent,entity_recognition,patent_application,zh,automotive,True,patent,0.858
IPE_000484,patent,ip_detection,patent_application,de,aerospace,True,patent,0.941
IPE_000485,patent,entity_recognition,meeting_minutes,fr,manufacturing,True,patent,0.848
IPE_000486,patent,ip_detection,legal_document,fr,energy,True,patent,0.812
IPE_000487,patent,ip_detection,meeting_minutes,ja,automotive,True,patent,0.912
IPE_000488,patent,knowledge_extraction,research_paper,fr,software,True,patent,0.797
IPE_000489,patent,knowledge_extraction,patent_application,fr,automotive,True,patent,0.847
IPE_000490,patent,knowledge_extraction,legal_document,es,software,True,patent,0.92
IPE_000491,patent,knowledge_extraction,research_paper,zh,energy,True,patent,0.91
IPE_000492,patent,ip_detection,legal_document,es,software,True,patent,0.92
IPE_000493,patent,knowledge_extraction,meeting_minutes,fr,aerospace,True,patent,0.789
IPE_000494,patent,relation_extraction,legal_document,ja,pharmaceutical,True,patent,0.843
IPE_000495,patent,relation_extraction,meeting_minutes,de,automotive,True,patent,0.936
IPE_000496,patent,ip_detection,research_paper,en,aerospace,True,patent,0.776
IPE_000497,patent,entity_recognition,research_paper,es,energy,True,patent,0.888
IPE_000498,patent,entity_recognition,meeting_minutes,fr,energy,True,patent,0.899
IPE_000499,patent,relation_extraction,legal_document,ja,software,True,patent,0.752
IPE_000500,patent,entity_recognition,meeting_minutes,de,energy,True,patent,0.872
IPE_000501,patent,knowledge_extraction,legal_document,de,biotechnology,True,patent,0.801
IPE_000502,patent,relation_extraction,legal_document,zh,pharmaceutical,True,patent,0.947
IPE_000503,patent,knowledge_extraction,meeting_minutes,en,biotechnology,True,patent,0.89
IPE_000504,patent,ip_detection,research_paper,zh,aerospace,True,patent,0.834
IPE_000505,patent,knowledge_extraction,technical_report,fr,manufacturing,True,patent,0.932
IPE_000506,patent,knowledge_extraction,research_paper,en,biotechnology,True,patent,0.92
IPE_000507,patent,ip_detection,patent_application,zh,biotechnology,True,patent,0.804
IPE_000508,patent,knowledge_extraction,meeting_minutes,es,automotive,True,patent,0.801
IPE_000509,patent,entity_recognition,meeting_minutes,fr,energy,True,patent,0.778
IPE_000510,patent,ip_detection,patent_application,de,automotive,True,patent,0.914
IPE_000511,patent,relation_extraction,meeting_minutes,zh,pharmaceutical,True,patent,0.755
IPE_000512,patent,entity_recognition,research_paper,en,energy,True,patent,0.824
IPE_000513,patent,ip_detection,research_paper,zh,biotechnology,True,patent,0.832
IPE_000514,patent,relation_extraction,legal_document,zh,automotive,True,patent,0.821
IPE_000515,patent,knowledge_extraction,patent_application,fr,aerospace,True,patent,0.832
IPE_000516,patent,entity_recognition,meeting_minutes,en,biotechnology,True,patent,0.823
IPE_000517,patent,ip_detection,patent_application,ja,energy,True,patent,0.78
IPE_000518,patent,relation_extraction,technical_report,de,aerospace,True,patent,0.769
IPE_000519,patent,ip_detection,research_paper,en,biotechnology,True,patent,0.908
IPE_000520,patent,entity_recognition,legal_document,en,software,True,patent,0.795
IPE_000521,patent,entity_recognition,research_paper,en,energy,True,patent,0.92
